ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
prototakana-get-1-1,prototakana-get-1,*biu-,21,false,expert,,,false,expert
protopanotakana-skin-1-1,protopanotakana-skin-1,**biči,22,false,expert,,,false,expert
protopanoan-skin-1-1,protopanoan-skin-1,*b̄iči,22,false,expert,,,false,expert
prototakana-skin-1-1,prototakana-skin-1,*biti,22,false,expert,,,false,expert
protopanotakana-wasp-1-1,protopanotakana-wasp-1,**bina,23,false,expert,,,false,expert
protopanotakana-wasp-2-1,protopanotakana-wasp-2,**biNa,23,false,expert,,,false,expert
protopanoan-wasp-1-1,protopanoan-wasp-1,*b̄ina,23,false,expert,,,false,expert
prototakana-wasp-1-1,prototakana-wasp-1,*bina,23,false,expert,,,false,expert
prototakana-wasp-2-1,prototakana-wasp-2,*bira,23,false,expert,,,false,expert
protopanotakana-bring-1-1,protopanotakana-bring-1,**bɨ,24,false,expert,,,false,expert
protopanotakana-bring-2-1,protopanotakana-bring-2,**bɨta,24,false,expert,,,false,expert
protopanoan-bring-1-1,protopanoan-bring-1,*b̄ɨ-,24,false,expert,,,false,expert
protopanoan-bring-2-1,protopanoan-bring-2,*-b̄ɨta̹,24,false,expert,,,false,expert
protopanoan-bring-3-1,protopanoan-bring-3,*ra-b̄ita,24,false,expert,,,false,expert
prototakana-bring-1-1,prototakana-bring-1,*be-,24,false,expert,,,false,expert
prototakana-bring-2-1,prototakana-bring-2,*beta,24,false,expert,,,false,expert
prototakana-bring-3-1,prototakana-bring-3,*beta-,24,false,expert,,,false,expert
protopanotakana-face-1-1,protopanotakana-face-1,**bɨ,25,false,expert,,,false,expert
protopanotakana-face-2-1,protopanotakana-face-2,**bu,25,false,expert,,,false,expert
protopanoan-face-1-1,protopanoan-face-1,*bɨ,25,false,expert,,,false,expert
protopanoan-face-2-1,protopanoan-face-2,*b̄ɨšpi,25,false,expert,,,false,expert
protopanoan-face-3-1,protopanoan-face-3,*b̄iro,25,false,expert,,,false,expert
protopanoan-face-4-1,protopanoan-face-4,*b̄ɨma̹na̹,25,false,expert,,,false,expert
prototakana-face-1-1,prototakana-face-1,*bu-,25,false,expert,,,false,expert
protopanotakana-godowndescend-1-1,protopanotakana-godowndescend-1,**bu-tɨ-,26,false,expert,,,false,expert
