ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Alignment,Morphemes,Dataset
eseejja-pus-1,,eseejja,pus,esi,esi,s i,None,,190,,,,212,s i,,blumpanotacana
eseejja-cure-1,,eseejja,cure,šikʷi-,šikʷi-,ʃ i kʷ i,None,,191,,,,213,ʃ i kʷ i ( - - - - - - ),,blumpanotacana
eseejja-cure-2,,eseejja,cure,čikʷi-,čikʷi-,tʃ i kʷ i,None,,192,,,,214,tʃ i kʷ i,,blumpanotacana
eseejja-cure-3,,eseejja,cure,wakia,wakia,w a k i a,None,,193,,,,215,w a k i a,,blumpanotacana
eseejja-rest-1,,eseejja,rest,homišoka-,homišoka-,h o m i ʃ o + k a,None,,194,,,,216 178,h o m i ʃ o + k a,,blumpanotacana
eseejja-lazy-1,,eseejja,lazy,-wea,-wea,w e a,None,,195,,,,217,w e a,,blumpanotacana
eseejja-deaf-1,,eseejja,deaf,-keɓa,-keɓa,k e ɓ a,None,,196,,,,218,k e ɓ a,,blumpanotacana
eseejja-deaf-2,,eseejja,deaf,hašaxaʔakiaha,hašaxaʔakiaha,h a + ʃ a x a + ʔ a k i a h a,None,,197,,,,219 140 220,h a + ʃ a x a + ʔ a k i a h a,,blumpanotacana
eseejja-mute-1,,eseejja,mute,-kahi,-kahi,k a h i,None,,198,,,,221,k a h i,,blumpanotacana
eseejja-drunk-1,,eseejja,drunk,kekʷaɲakaxi,kekʷaɲakaxi,k e kʷ a ɲ a k a x i,None,,199,,,,222,k e kʷ a ɲ a k a x i,,blumpanotacana
eseejja-eat-1,,eseejja,eat,ixia-,ixia-,i x i a,None,,200,,,,223,i x i a,,blumpanotacana
eseejja-food-1,,eseejja,food,eixiaxi,eixiaxi,i x i a + x i,None,,201,,,,223 224,i x i a + x i,,blumpanotacana
eseejja-raw-1,,eseejja,raw,-eše,-eše,ʃ e,None,,202,,,,225,ʃ e,,blumpanotacana
eseejja-ripe-1,,eseejja,ripe,ke-ahawa,ke-ahawa,k e a + h a w a,None,,203,,,,226 227,k e a + h a w a,,blumpanotacana
eseejja-rotten-1,,eseejja,rotten,-ʔiwi,-ʔiwi,ʔ i w i,None,,204,,,,228,ʔ i w i,,blumpanotacana
eseejja-rotten-2,,eseejja,rotten,-tai,-tai,t a i,None,,205,,,,229,t a i,,blumpanotacana
eseejja-hunger-1,,eseejja,hunger,-šoʔe,-šoʔe,ʃ o ʔ e,None,,207,,,,231,ʃ o ʔ e,,blumpanotacana
eseejja-suck-1,,eseejja,suck,toxo-,toxo-,t o x o,None,,156,,,,171,t o x o,,blumpanotacana
eseejja-swallow-1,,eseejja,swallow,ixia-hea-,ixia-hea-,i x i a + h e a,None,,208,,,,5361 189,( i ) x i - a ( - - ) + h e a,,blumpanotacana
eseejja-cooksomething-1,,eseejja,cooksomething,kʷakʷa-nahe,kʷakʷa-nahe,kʷ a + kʷ a,None,,209,,,,232 233,kʷ a + kʷ a,,blumpanotacana
eseejja-peel-1,,eseejja,peel,šiʔyo-,šiʔyo-,ʃ i ʔ j o,None,,210,,,,234,ʃ i ʔ j o,,blumpanotacana
eseejja-scrape-1,,eseejja,scrape,ɗiʔi-,ɗiʔi-,ɗ i ʔ i,None,,211,,,,235,ɗ i ʔ i,,blumpanotacana
eseejja-mix-1,,eseejja,mix,iɲapowi-,iɲapowi-,i ɲ a p o w i,None,,212,,,,236,i ɲ a p o w i,,blumpanotacana
eseejja-mix-2,,eseejja,mix,wa-,wa-,w a,None,,213,,,,237,w a - -,,blumpanotacana girardprototakanan
eseejja-grind-1,,eseejja,grind,taxa-ka-,taxa-ka-,t a x a + k a,None,,214,,,,238 178,t a x a + k a,,blumpanotacana
eseejja-flesh-1,,eseejja,flesh,noe,noe,n o e,None,,215,,,,239,n o e,,blumpanotacana
eseejja-flesh-2,,eseejja,flesh,e-yami,e-yami,j a m i,None,,108,,,,117,j a m i,,blumpanotacana
eseejja-fatorganicsubstance-1,,eseejja,fatorganicsubstance,e-sei,e-sei,s e i,None,,217,,,,6650,( - ) s e - i,,blumpanotacana girardprototakanan
eseejja-honey-1,,eseejja,honey,wini,wini,w i n i,None,,90,,,,96,w i n i,,blumpanotacana
eseejja-honey-2,,eseejja,honey,widi,widi,w i d i,None,,218,,,,242,w i d i,,blumpanotacana
eseejja-honey-3,,eseejja,honey,eka'na,eka'na,k a + n a,None,,219,,,,243 6,k a + n a - - -,,blumpanotacana
eseejja-milk-1,,eseejja,milk,emaʔi,emaʔi,m a ʔ i,None,,220,,,,244,m a ʔ i,,blumpanotacana
eseejja-beverage-1,,eseejja,beverage,axa,axa,a x a,None,,221,,,,4715,- a x a ( - - - ),,blumpanotacana
eseejja-egg-1,,eseejja,egg,exa,exa,x a,None,,223,,,,130,x a,,blumpanotacana
eseejja-clothes-1,,eseejja,clothes,ɗaki,ɗaki,ɗ a k i,None,,224,,,,248,ɗ a k i,,blumpanotacana
eseejja-cloth-1,,eseejja,cloth,ɗaki,ɗaki,ɗ a k i,None,,224,,,,248,ɗ a k i,,blumpanotacana
eseejja-cotton-1,,eseejja,cotton,wapehe,wapehe,w a p e h e,None,,225,,,,249,w a p e h e,,blumpanotacana
eseejja-spin-1,,eseejja,spin,ɓeyo-,ɓeyo-,ɓ e j o,None,,226,,,,250,ɓ e j o,,blumpanotacana
eseejja-spin-2,,eseejja,spin,meyo-,meyo-,m e j o,None,,227,,,,251,m e j o,,blumpanotacana
eseejja-weave-1,,eseejja,weave,sipi-,sipi-,s i p i,None,,228,,,,252,s i p i,,blumpanotacana girardprototakanan
eseejja-sew-1,,eseejja,sew,soko-,soko-,s o k o,None,,229,,,,253,s o k o,,blumpanotacana
eseejja-needleforsewing-1,,eseejja,needleforsewing,akʷiša,akʷiša,a kʷ i ʃ a,None,,230,,,,254,( a ) kʷ i ʃ a,,blumpanotacana
eseejja-needleforsewing-2,,eseejja,needleforsewing,ekʷiša,ekʷiša,kʷ i ʃ a,None,,230,,,,254,( - ) kʷ i ʃ a,,blumpanotacana
eseejja-thread-1,,eseejja,thread,mahii,mahii,m a h i,None,,231,,,,255,m a h i,,blumpanotacana
eseejja-belt-1,,eseejja,belt,waka'he,waka'he,w a k a + h e,None,,232,,,,256 257,w a k a + h e,,blumpanotacana
eseejja-ring-1,,eseejja,ring,e'me-ɓaxi,e'me-ɓaxi,m ɓ a x i,None,,233,,,,258,m.ɓ a x i,,blumpanotacana
eseejja-ring-2,,eseejja,ring,mekana,mekana,m e + k a n a,None,,234,,,,154 259,m e + k a n a,,blumpanotacana
eseejja-comb-1,,eseejja,comb,xaɓeki-,xaɓeki-,x a ɓ e + k i,None,,235,,,,260 54,x a ɓ e + k i,,blumpanotacana
eseejja-house-1,,eseejja,house,e'ki,e'ki,k i,None,,236,,,,261,k i,,blumpanotacana
eseejja-door-1,,eseejja,door,e-sekʷe,e-sekʷe,s e kʷ e,None,,237,,,,145,s e kʷ e,,blumpanotacana
eseejja-roof-1,,eseejja,roof,ehamako,ehamako,h a m a k o,None,,238,,,,263,h a m a k o,,blumpanotacana
eseejja-roof-2,,eseejja,roof,esipi,esipi,s i p i,None,,228,,,,252,s i p i,,blumpanotacana
eseejja-field-1,,eseejja,field,kee,kee,k e e,None,,239,,,,264,k e - e,,blumpanotacana
eseejja-dig-1,,eseejja,dig,kišišaɓa-,kišišaɓa-,k i ʃ i ʃ a ɓ a,None,,240,,,,265,k i ʃ i ʃ a ɓ a,,blumpanotacana
eseejja-dig-2,,eseejja,dig,teo-,teo-,t e o,None,,241,,,,266,t e o,,blumpanotacana
eseejja-seed-1,,eseejja,seed,e'soʔ,e'soʔ,s o ʔ,None,,242,,,,267,s o.ʔ,,blumpanotacana
eseejja-grass-1,,eseejja,grass,sipone,sipone,s i p o n e,None,,244,,,,269,s i p o n e,,blumpanotacana
eseejja-grass-2,,eseejja,grass,tata tiyani,tata tiyani,t a t a + t i j a n i,None,,245,,,,270 271,t a t a + t i j a n i,,blumpanotacana
eseejja-plantsomething-1,,eseejja,plantsomething,ɓana-,ɓana-,ɓ a n a,None,,246,,,,4803,ɓ a n a ( - - - - ),,blumpanotacana
eseejja-root-1,,eseejja,root,e-saxa,e-saxa,s a x a,None,,247,,,,273,s a x a,,blumpanotacana
eseejja-root-2,,eseejja,root,ɓisiʔikʷi,ɓisiʔikʷi,ɓ i s i + ʔ i kʷ i,None,,248,,,,274 275,ɓ i s i + ʔ i kʷ i,,blumpanotacana
eseejja-leaf-1,,eseejja,leaf,iɲa,iɲa,i ɲ a,None,,111,,,,120,( - ) i ɲ a,,blumpanotacana
eseejja-flower-1,,eseejja,flower,šaaša,šaaša,ʃ !aa/a ʃ a,None,,249,,,,276,ʃ !aa/a ʃ a,,blumpanotacana
eseejja-tobacco-1,,eseejja,tobacco,kiaʔe,kiaʔe,k i a ʔ e,None,,250,,,,277,k i a ʔ e,,blumpanotacana
eseejja-bark-1,,eseejja,bark,e'he,e'he,h e,None,,109,,,,118,h e ( - - ),,blumpanotacana
eseejja-sweetpotatoyam-1,,eseejja,sweetpotatoyam,kʷaʔeo,kʷaʔeo,kʷ a ʔ !eo/e,None,,251,,,,278,kʷ a ʔ !eo/e ( - - ),,blumpanotacana
eseejja-sweetpotatoyam-2,,eseejja,sweetpotatoyam,waʔeo,waʔeo,!w/kʷ a ʔ !eo/e,None,,251,,,,278,!w/kʷ a ʔ !eo/e ( - - ),,blumpanotacana
eseejja-cassava-1,,eseejja,cassava,exi,exi,x i,None,,252,,,,224,x i,,blumpanotacana
eseejja-pumpkin-1,,eseejja,pumpkin,xemi,xemi,x e m i,None,,253,,,,279,x e m i,,blumpanotacana
eseejja-bend-1,,eseejja,bend,heaxaxa-,heaxaxa-,h e a + x a x a,None,,254,,,,280 281,h e a + x a x a,,blumpanotacana
eseejja-bend-2,,eseejja,bend,sahawiči-,sahawiči-,s a h a + w i tʃ i,None,,255,,,,282 283,s a h a + w i tʃ i,,blumpanotacana
eseejja-tie-1,,eseejja,tie,heyo-,heyo-,h e j o,None,,256,,,,284,h e j o,,blumpanotacana
eseejja-untie-1,,eseejja,untie,pišo-,pišo-,p i ʃ o,None,,257,,,,285,p i ʃ o,,blumpanotacana girardprototakanan
eseejja-rope-1,,eseejja,rope,xono,xono,x o n o,None,,157,,,,172,x o n o,,blumpanotacana
eseejja-cut-1,,eseejja,cut,hewi-,hewi-,h e w i,None,,258,,,,12,h e w i ( - - ),,blumpanotacana
eseejja-axe-1,,eseejja,axe,seweša,seweša,s e w e ʃ a,None,,260,,,,288,s e w e ʃ a,,blumpanotacana
eseejja-axe-2,,eseejja,axe,ehahaha akʷi,ehahaha akʷi,h a h a h a + a kʷ i,None,,261,,,,289 286,h a h a h a + a kʷ i - -,,blumpanotacana
eseejja-axe-3,,eseejja,axe,aki,aki,a !k/kʷ i,None,,10,,,,286,a !k/kʷ i - -,,blumpanotacana
eseejja-breakdestroyorgetdestroyed-1,,eseejja,breakdestroyorgetdestroyed,saha-,saha-,s a h a,None,,262,,,,290,s a h a,,blumpanotacana
eseejja-breakdestroyorgetdestroyed-2,,eseejja,breakdestroyorgetdestroyed,kʷiasaxa-ki-,kʷiasaxa-ki-,kʷ i a + s a x a + k i,None,,263,,,,291 290 54,kʷ i a + s a x a + k i,,blumpanotacana
eseejja-split-1,,eseejja,split,poho-nahe,poho-nahe,p o h o,None,,264,,,,292,p o h o,,blumpanotacana
eseejja-tearshred-1,,eseejja,tearshred,isa-,isa-,i s a,None,,265,,,,293,i s a,,blumpanotacana
eseejja-rub-1,,eseejja,rub,šexahi-,šexahi-,ʃ e x a + h i,None,,266,,,,294 295,ʃ e x a + h i,,blumpanotacana
eseejja-rub-2,,eseejja,rub,šehaxi-,šehaxi-,ʃ e h a + x i,None,,267,,,,296 297,ʃ e h a + x i,,blumpanotacana
eseejja-squeeze-1,,eseejja,squeeze,iɲaxasayo-,iɲaxasayo-,i ɲ a + x a s a j o,None,,269,,,,300 301,i ɲ a + x a s a j o,,blumpanotacana
eseejja-squeeze-2,,eseejja,squeeze,iɲapowi,iɲapowi,i ɲ a + p o w i,None,,270,,,,300 302,i ɲ a + p o w i,,blumpanotacana
eseejja-wash-1,,eseejja,wash,taxa-,taxa-,t a x a,None,,271,,,,303,t a x a,,blumpanotacana
eseejja-wash-2,,eseejja,wash,topo-,topo-,t o p o,None,,272,,,,304,t o p o,,blumpanotacana
eseejja-wash-3,,eseejja,wash,šakʷa-,šakʷa-,ʃ a kʷ a,None,,273,,,,305,ʃ a kʷ a,,blumpanotacana girardprototakanan
eseejja-basket-1,,eseejja,basket,xeepi,xeepi,x !ee/e p i,None,,274,,,,306,x !ee/e p i,,blumpanotacana
eseejja-basket-2,,eseejja,basket,eha,eha,h a,None,,275,,,,307,h a,,blumpanotacana
eseejja-basket-3,,eseejja,basket,ɓexepi,ɓexepi,ɓ e + x e p i,None,,276,,,,149 306,ɓ e + x e p i,,blumpanotacana
eseejja-fanaction-1,,eseejja,fanaction,pee-nahe,pee-nahe,p e e + n a h e,None,,277,,,,308 309,p e e ( - ) + n a h e,,blumpanotacana
eseejja-move-1,,eseejja,move,wewa-,wewa-,w e w a,None,,278,,,,310,w e w a,,blumpanotacana
eseejja-turnaround-1,,eseejja,turnaround,poeoʔoya-,poeoʔoya-,p o + e + o ʔ o j a,None,,279,,,,311 312 313,p o + e + o ʔ o j a,,blumpanotacana
eseejja-roll-1,,eseejja,roll,xaxa-yo-,xaxa-yo-,x a x a + j o,None,,280,,,,281 314,x a x a + j o,,blumpanotacana
eseejja-lift-1,,eseejja,lift,sowa-ki-,sowa-ki-,s o w a + k i,None,,281,,,,315 54,s o w a + k i,,blumpanotacana
eseejja-lift-2,,eseejja,lift,ehayakiki,ehayakiki,h a j a + k i k i,None,,282,,,,316 317,h a j a + k i ( k i ),,blumpanotacana
eseejja-fall-1,,eseejja,fall,oke-,oke-,o k e,None,,283,,,,318,o k e,,blumpanotacana
eseejja-fall-2,,eseejja,fall,haaɓičakiani,haaɓičakiani,h a a ɓ i tʃ a k i a n i,None,,284,,,,319,h a a ɓ i tʃ a k i a n i,,blumpanotacana
eseejja-throw-1,,eseejja,throw,wanaokea-,wanaokea-,w a n a o k e a,None,,285,,,,320,w a n a o k e a,,blumpanotacana
eseejja-shake-1,,eseejja,shake,peo-peo-,peo-peo-,p e o + p e o,None,,180,,,,200 201,p e o + p e o,,blumpanotacana
eseejja-swim-1,,eseejja,swim,šokʷi-šokʷi-,šokʷi-šokʷi-,ʃ o kʷ i + ʃ o kʷ i,None,,286,,,,321 322,ʃ o kʷ i + ʃ o kʷ i,,blumpanotacana
eseejja-flymovethroughair-1,,eseejja,flymovethroughair,ɓaʔe-sowa-ki-,ɓaʔe-sowa-ki-,ɓ a ʔ e + s o w a + k i,None,,287,,,,323 315 54,ɓ a ( ʔ e ) + s o w a + k i,,blumpanotacana
eseejja-blowofwind-1,,eseejja,blowofwind,sipo-,sipo-,s i p o,None,,288,,,,324,s i p o,,blumpanotacana
eseejja-blowofwind-2,,eseejja,blowofwind,woha-,woha-,w o h a,None,,289,,,,325,w o ( h a ),,blumpanotacana
eseejja-crawlorcreep-1,,eseejja,crawlorcreep,yeyoa-,yeyoa-,j e j o a,None,,290,,,,326,j e j o a,,blumpanotacana
eseejja-slip-1,,eseejja,slip,xapišiki-,xapišiki-,x a p i ʃ i + k i,None,,291,,,,327 54,x a p i ʃ i + k i,,blumpanotacana
eseejja-slip-2,,eseejja,slip,xakišipiiki-,xakišipiiki-,x a + k i ʃ i + p i i + k i,None,,292,,,,196 328 329 54,x a + k i ʃ i + p i - i + k i,,blumpanotacana
eseejja-jump-1,,eseejja,jump,towa-nahe,towa-nahe,!t/s o w a,None,,293,,,,315,!t/s o w a,,blumpanotacana
eseejja-jump-2,,eseejja,jump,ɓa'esowa-nahe,ɓa'esowa-nahe,ɓ a e + s o w a,None,,294,,,,323 315,ɓ a ( - e ) + s o w a,,blumpanotacana
eseejja-dance-1,,eseejja,dance,maha-maha-,maha-maha-,m a h a + m a h a,None,,295,,,,330 331,m a h ( - ) a + m a h a,,blumpanotacana
eseejja-walk-1,,eseejja,walk,heo-,heo-,h e o,None,,296,,,,332,h e o,,blumpanotacana
eseejja-run-1,,eseejja,run,kʷahi-kʷahi-,kʷahi-kʷahi-,kʷ a h i + kʷ a h i,None,,297,,,,333 334,kʷ a h i + kʷ a h i,,blumpanotacana
eseejja-run-2,,eseejja,run,kiakʷehipaši,kiakʷehipaši,k i a + kʷ e h i + p a ʃ i,None,,298,,,,335 336 337,k i a + kʷ e h i + p a ʃ i,,blumpanotacana
eseejja-go-1,,eseejja,go,poki-,poki-,p o + k i,None,,299,,,,311 54,p o + k i,,blumpanotacana
eseejja-go-2,,eseejja,go,kʷa-,kʷa-,kʷ a,None,,300,,,,1008,( - ) kʷ a ( - - - ),,blumpanotacana
eseejja-goupascend-1,,eseejja,goupascend,soa-ki-,soa-ki-,s o !/w a + k i,None,,281,,,,315 54,s o !/w a + k i,,blumpanotacana
eseejja-goupascend-2,,eseejja,goupascend,ehayakiki,ehayakiki,h a j a + k i + k i,None,,301,,,,339 317 54,h a j a + k i ( - - ) + k i,,blumpanotacana
eseejja-godowndescend-1,,eseejja,godowndescend,heaokea-,heaokea-,h e a + o k e a,None,,302,,,,340 341,h e a + o k e a,,blumpanotacana
eseejja-goout-1,,eseejja,goout,kʷaya-,kʷaya-,kʷ a j a,None,,183,,,,206,kʷ a j a,,blumpanotacana
eseejja-come-1,,eseejja,come,poe-,poe-,p o + e,None,,303,,,,311 312,p o + e,,blumpanotacana
eseejja-goout-2,,eseejja,goout,poeoʔoya-nahe,poeoʔoya-nahe,p o + e + o ʔ o j a,None,,279,,,,311 312 313,p o + e + o ʔ o j a,,blumpanotacana
eseejja-flee-1,,eseejja,flee,pokikewaki-nahe,pokikewaki-nahe,p o k i k e + w a + k i,None,,304,,,,342 343 54,p o k i k e + w a - - + k i,,blumpanotacana
eseejja-follow-1,,eseejja,follow,okʷepokia-,okʷepokia-,o kʷ e p o k i a,None,,305,,,,344,o kʷ e p o k i a,,blumpanotacana
eseejja-arrive-1,,eseejja,arrive,poe-,poe-,p o + e,None,,303,,,,311 312,p o + e,,blumpanotacana
eseejja-arrive-2,,eseejja,arrive,yeka-,yeka-,j e + k a,None,,306,,,,345 178,j e + k a,,blumpanotacana
eseejja-enter-1,,eseejja,enter,ɗoɓi-ki-,ɗoɓi-ki-,ɗ o ɓ i + k i,None,,307,,,,346 54,ɗ o ɓ i + k i,,blumpanotacana
eseejja-bring-1,,eseejja,bring,xeki-,xeki-,x e k i,None,,309,,,,298,x e k i,,blumpanotacana
eseejja-send-1,,eseejja,send,woohea-ka,woohea-ka,w o o h e a + k a,None,,310,,,,348 178,w o o h e a + k a,,blumpanotacana
eseejja-send-2,,eseejja,send,yemeena,yemeena,j e m e e n a,None,,311,,,,349,j e m e e n a,,blumpanotacana
eseejja-push-1,,eseejja,push,yiyehea-,yiyehea-,j i j e h e a,None,,312,,,,350,j i j e h e a,,blumpanotacana
eseejja-push-2,,eseejja,push,heakʷi,heakʷi,h e a kʷ i,None,,313,,,,351,h e a kʷ i,,blumpanotacana
eseejja-path-1,,eseejja,path,exioxi,exioxi,x i o x i,None,,314,,,,164,x i o x i,,blumpanotacana
eseejja-canoe-1,,eseejja,canoe,ɓi'še,ɓi'še,ɓ i ʃ e,None,,315,,,,352,ɓ i ʃ e,,blumpanotacana
eseejja-seize-1,,eseejja,seize,iɲa-,iɲa-,i ɲ a,None,,316,,,,4737,- i ɲ a -,,blumpanotacana
eseejja-thing-1,,eseejja,thing,akiana,akiana,a + k i a n a,None,,317,,,,354 355,a + k i a n a,,blumpanotacana
eseejja-lookfor-1,,eseejja,lookfor,saʔaxa-,saʔaxa-,s a ʔ a x a,None,,320,,,,357,s a ʔ a x a,,blumpanotacana
eseejja-buy-1,,eseejja,buy,heše-,heše-,h e ʃ e,None,,321,,,,358,h e ʃ e,,blumpanotacana
eseejja-buy-2,,eseejja,buy,xeše-,xeše-,x e ʃ e,None,,321,,,,358,x e ʃ e,,blumpanotacana
eseejja-sell-1,,eseejja,sell,sosekia-,sosekia-,s o s e k i a,None,,322,,,,359,s o s e k i a,,blumpanotacana
eseejja-sell-2,,eseejja,sell,xakiaki-,xakiaki-,x a k i a + k i,None,,323,,,,360 54,x a k i a + k i,,blumpanotacana
eseejja-behind-1,,eseejja,behind,kiiɓaaxaxe,kiiɓaaxaxe,k i i ɓ a a x a x e,None,,324,,,,361,k i i ɓ a a x a x e,,blumpanotacana
eseejja-inside-1,,eseejja,inside,e-ɗoxoho,e-ɗoxoho,ɗ o x o h o,None,,325,,,,362,ɗ o x o h o,,blumpanotacana
eseejja-outside-1,,eseejja,outside,e-sekʷe,e-sekʷe,s e kʷ e,None,,237,,,,145,s e kʷ e,,blumpanotacana
eseejja-beloworunder-1,,eseejja,beloworunder,e-kimexexe,e-kimexexe,k i m e + x e x e,None,,326,,,,363 364,k i m e + x e x e,,blumpanotacana
eseejja-up-1,,eseejja,up,ɓiakʷa,ɓiakʷa,ɓ !ia/a + kʷ a,None,,327,,,,365 366,ɓ !ia/a + kʷ a,,blumpanotacana
eseejja-up-2,,eseejja,up,eyaho,eyaho,j a + h o,None,,328,,,,13 367,j a + h o,,blumpanotacana
eseejja-put-1,,eseejja,put,wana-,wana-,w a n a,None,,329,,,,368,( w a ) n a -,,blumpanotacana girardprototakanan
eseejja-put-2,,eseejja,put,iya-,iya-,i j a,None,,330,,,,369,i j a,,blumpanotacana
eseejja-sit-1,,eseejja,sit,ani-oke-,ani-oke-,a n i + o k,None,,331,,,,370 371,a n i + o k,,blumpanotacana
eseejja-liedown-1,,eseejja,liedown,haa-,haa-,h a a,None,,332,,,,372,h a ( - ) a,,blumpanotacana girardprototakanan
eseejja-stand-1,,eseejja,stand,neki-,neki-,n e k i,None,,333,,,,5149,n e k i ( - - - ),,blumpanotacana
eseejja-gather-1,,eseejja,gather,sexa,sexa,s e x a,None,,334,,,,374,s e x a,,blumpanotacana
eseejja-gather-2,,eseejja,gather,ohee-poeyo-,ohee-poeyo-,o h e e + p o e j o,None,,335,,,,375 376,o h e e + p o e j o,,blumpanotacana
eseejja-pileup-1,,eseejja,pileup,iyačiča-,iyačiča-,i j a tʃ i tʃ a,None,,336,,,,377,i j a tʃ i tʃ a,,blumpanotacana
eseejja-pileup-2,,eseejja,pileup,wana-,wana-,w a n a,None,,337,,,,378,w a n a,,blumpanotacana
eseejja-join-1,,eseejja,join,xačičaki-,xačičaki-,x a tʃ i + tʃ a + k i,None,,338,,,,379 380 54,x a tʃ i + tʃ a + k i,,blumpanotacana
eseejja-join-2,,eseejja,join,xačipi,xačipi,x a tʃ i + p i,None,,339,,,,379 381,x a tʃ i + p i,,blumpanotacana
eseejja-separate-1,,eseejja,separate,iyape'e-,iyape'e-,i j a p e,None,,340,,,,382,i j a p e,,blumpanotacana
eseejja-open-1,,eseejja,open,paahea-,paahea-,p a h e a,None,,341,,,,383,p a h e a,,blumpanotacana
eseejja-open-2,,eseejja,open,kaʔa-peho-,kaʔa-peho-,k a ʔ a + p e h o,None,,342,,,,384 385,k a ʔ a + p e h o,,blumpanotacana
eseejja-shut-1,,eseejja,shut,kaʔa-,kaʔa-,k a ʔ a,None,,343,,,,384,k a ʔ a,,blumpanotacana
eseejja-cover-1,,eseejja,cover,paaka-,paaka-,p !aa/a k a,None,,344,,,,386,p !aa/a k a,,blumpanotacana
eseejja-cover-2,,eseejja,cover,kaʔa-,kaʔa-,k a ʔ a,None,,343,,,,384,k a ʔ a,,blumpanotacana
eseejja-hideconceal-1,,eseejja,hideconceal,kʷakišo-,kʷakišo-,kʷ a k i ʃ o,None,,345,,,,387,kʷ a k i ʃ o,,blumpanotacana
eseejja-hideconceal-2,,eseejja,hideconceal,xakewaki-,xakewaki-,x a k e + w a + k i,None,,346,,,,388 389 54,x a k e + w a + k i,,blumpanotacana
eseejja-side-1,,eseejja,side,mihixi,mihixi,m i h i + x i,None,,347,,,,390 391,m i h i + x i,,blumpanotacana
eseejja-centerormiddle-1,,eseejja,centerormiddle,eyesamaho,eyesamaho,j e s a m a h o,None,,348,,,,392,j e s a m a h o,,blumpanotacana
eseejja-right-1,,eseejja,right,ebianee,ebianee,b ia n e e,None,,349,,,,393,b ia n e e,,blumpanotacana
eseejja-left-1,,eseejja,left,šani,šani,ʃ a n i,None,,350,,,,394,ʃ a n i,,blumpanotacana
eseejja-near-1,,eseejja,near,-čipi,-čipi,tʃ i p i,None,,351,,,,395,tʃ i p i,,blumpanotacana
eseejja-near-2,,eseejja,near,wešaʔama,wešaʔama,w e ʃ a + ʔ a + m a,None,,352,,,,396 397 398,w e ʃ a + ʔ a + m a,,blumpanotacana
eseejja-far-1,,eseejja,far,-weeša,-weeša,w !ee/e ʃ a,None,,353,,,,396,w !ee/e ʃ a,,blumpanotacana
eseejja-far-2,,eseejja,far,-ki,-ki,k i,None,,354,,,,399,k i -,,blumpanotacana
eseejja-grow-1,,eseejja,grow,tii-,tii-,t i i,None,,355,,,,61,t i - i,,blumpanotacana
eseejja-big-1,,eseejja,big,-kemo,-kemo,k e m o,None,,356,,,,400,k e m o,,blumpanotacana
eseejja-small-1,,eseejja,small,-ɓiso,-ɓiso,ɓ i s o,None,,357,,,,401,ɓ i s o,,blumpanotacana
eseejja-small-2,,eseejja,small,-sisi,-sisi,s i s i,None,,358,,,,402,s i s i,,blumpanotacana
eseejja-long-1,,eseejja,long,-ʔao,-ʔao,ʔ a o,None,,359,,,,403,ʔ a o,,blumpanotacana
eseejja-short-1,,eseejja,short,-čiʔa,-čiʔa,tʃ i ʔ a,None,,360,,,,404,tʃ i ʔ a ( - - - - - - ),,blumpanotacana
eseejja-short-2,,eseejja,short,-kepe,-kepe,k e p e,None,,361,,,,405,k e p e,,blumpanotacana
eseejja-wide-1,,eseejja,wide,-kemo,-kemo,k e m o,None,,356,,,,400,k e m o,,blumpanotacana
eseejja-narrow-1,,eseejja,narrow,-ɓiso,-ɓiso,ɓ i s o,None,,357,,,,401,ɓ i s o,,blumpanotacana
eseejja-thick-1,,eseejja,thick,-'mo,-'mo,m o,None,,362,,,,406,m o,,blumpanotacana
eseejja-deep-1,,eseejja,deep,-ɗoe,-ɗoe,ɗ o e,None,,363,,,,407,ɗ ( o ) e,,blumpanotacana
eseejja-flat-1,,eseejja,flat,kea-heyo,kea-heyo,k e a + h e j o,None,,364,,,,408 409,k e a + h e j o,,blumpanotacana
eseejja-straight-1,,eseejja,straight,epinee,epinee,p i + n e e,None,,365,,,,410 411,p i + n e e,,blumpanotacana
eseejja-straight-2,,eseejja,straight,-pi,-pi,p i,None,,366,,,,410,p i,,blumpanotacana
eseejja-crooked-1,,eseejja,crooked,kea-sewiwi,kea-sewiwi,k e a + s e w i w i,None,,367,,,,412 413,k e a + s e w i w i,,blumpanotacana
eseejja-crooked-2,,eseejja,crooked,kea-kowiwi,kea-kowiwi,k e a + k o w i w i,None,,368,,,,412 414,k e a + k o w i ( w i ),,blumpanotacana
eseejja-hole-1,,eseejja,hole,xani,xani,x a n i,None,,6,,,,4998,x a n i,,blumpanotacana
eseejja-one-1,,eseejja,one,oe,oe,o e,None,,369,,,,415,o - e,,blumpanotacana
eseejja-three-1,,eseejja,three,e-ɓe'ka-peeximaʔ,e-ɓe'ka-peeximaʔ,ɓ e k a + p e e x i m a ʔ,None,,371,,,,417 418,ɓ e k a + p e e x i m a ʔ,,blumpanotacana
eseejja-all-1,,eseejja,all,oxaɲa,oxaɲa,o x a ɲ a,None,,372,,,,419,o x a ɲ a,,blumpanotacana
